ISim log file
Running: C:\Users\Yoyo\Desktop\ALU\ALU\ALU_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/Yoyo/Desktop/ALU/ALU/ALU_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
Sel=010, A=0, B=b, Y=01 (Increment A by 1)
Sel=011, A=0, B=b, Y=02 (Increment A by 2)
Sel=100, A=0, B=b, Y=1f (Bit-Wise invert A)
Sel=101, A=0, B=b, Y=00 (Bit-Wise AND A and B)
Sel=110, A=0, B=b, Y=0b (Bit-Wise OR A and B)
Sel=111, A=0, B=b, Y=0b (Bit-Wise XOR A and B)
Sel=000, A=0, B=c, Y=0c (Add A and B)
Sel=001, A=0, B=c, Y=00 (Multiply A by 2 (A + A))
Sel=010, A=0, B=c, Y=01 (Increment A by 1)
Sel=011, A=0, B=c, Y=02 (Increment A by 2)
Sel=100, A=0, B=c, Y=1f (Bit-Wise invert A)
Sel=101, A=0, B=c, Y=00 (Bit-Wise AND A and B)
Sel=110, A=0, B=c, Y=0c (Bit-Wise OR A and B)
Sel=111, A=0, B=c, Y=0c (Bit-Wise XOR A and B)
Sel=000, A=0, B=d, Y=0d (Add A and B)
Sel=001, A=0, B=d, Y=00 (Multiply A by 2 (A + A))
Sel=010, A=0, B=d, Y=01 (Increment A by 1)
Sel=011, A=0, B=d, Y=02 (Increment A by 2)
Sel=100, A=0, B=d, Y=1f (Bit-Wise invert A)
Sel=101, A=0, B=d, Y=00 (Bit-Wise AND A and B)
Sel=110, A=0, B=d, Y=0d (Bit-Wise OR A and B)
Sel=111, A=0, B=d, Y=0d (Bit-Wise XOR A and B)
Sel=000, A=0, B=e, Y=0e (Add A and B)
Sel=001, A=0, B=e, Y=00 (Multiply A by 2 (A + A))
Sel=010, A=0, B=e, Y=01 (Increment A by 1)
Sel=011, A=0, B=e, Y=02 (Increment A by 2)
Sel=100, A=0, B=e, Y=1f (Bit-Wise invert A)
Sel=101, A=0, B=e, Y=00 (Bit-Wise AND A and B)
Sel=110, A=0, B=e, Y=0e (Bit-Wise OR A and B)
Sel=111, A=0, B=e, Y=0e (Bit-Wise XOR A and B)
Sel=000, A=0, B=f, Y=0f (Add A and B)
Sel=001, A=0, B=f, Y=00 (Multiply A by 2 (A + A))
Sel=010, A=0, B=f, Y=01 (Increment A by 1)
Sel=011, A=0, B=f, Y=02 (Increment A by 2)
Sel=100, A=0, B=f, Y=1f (Bit-Wise invert A)
Sel=101, A=0, B=f, Y=00 (Bit-Wise AND A and B)
Sel=110, A=0, B=f, Y=0f (Bit-Wise OR A and B)
Sel=111, A=0, B=f, Y=0f (Bit-Wise XOR A and B)
Sel=000, A=1, B=0, Y=01 (Add A and B)
Sel=001, A=1, B=0, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=0, Y=02 (Increment A by 1)
Sel=011, A=1, B=0, Y=03 (Increment A by 2)
Sel=100, A=1, B=0, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=0, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=0, Y=01 (Bit-Wise OR A and B)
Sel=111, A=1, B=0, Y=01 (Bit-Wise XOR A and B)
Sel=000, A=1, B=1, Y=02 (Add A and B)
Sel=001, A=1, B=1, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=1, Y=02 (Increment A by 1)
Sel=011, A=1, B=1, Y=03 (Increment A by 2)
Sel=100, A=1, B=1, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=1, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=1, Y=01 (Bit-Wise OR A and B)
Sel=111, A=1, B=1, Y=00 (Bit-Wise XOR A and B)
Sel=000, A=1, B=2, Y=03 (Add A and B)
Sel=001, A=1, B=2, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=2, Y=02 (Increment A by 1)
Sel=011, A=1, B=2, Y=03 (Increment A by 2)
Sel=100, A=1, B=2, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=2, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=2, Y=03 (Bit-Wise OR A and B)
Sel=111, A=1, B=2, Y=03 (Bit-Wise XOR A and B)
Sel=000, A=1, B=3, Y=04 (Add A and B)
Sel=001, A=1, B=3, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=3, Y=02 (Increment A by 1)
Sel=011, A=1, B=3, Y=03 (Increment A by 2)
Sel=100, A=1, B=3, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=3, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=3, Y=03 (Bit-Wise OR A and B)
Sel=111, A=1, B=3, Y=02 (Bit-Wise XOR A and B)
Sel=000, A=1, B=4, Y=05 (Add A and B)
Sel=001, A=1, B=4, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=4, Y=02 (Increment A by 1)
Sel=011, A=1, B=4, Y=03 (Increment A by 2)
Sel=100, A=1, B=4, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=4, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=4, Y=05 (Bit-Wise OR A and B)
Sel=111, A=1, B=4, Y=05 (Bit-Wise XOR A and B)
Sel=000, A=1, B=5, Y=06 (Add A and B)
Sel=001, A=1, B=5, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=5, Y=02 (Increment A by 1)
Sel=011, A=1, B=5, Y=03 (Increment A by 2)
Sel=100, A=1, B=5, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=5, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=5, Y=05 (Bit-Wise OR A and B)
Sel=111, A=1, B=5, Y=04 (Bit-Wise XOR A and B)
Sel=000, A=1, B=6, Y=07 (Add A and B)
Sel=001, A=1, B=6, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=6, Y=02 (Increment A by 1)
Sel=011, A=1, B=6, Y=03 (Increment A by 2)
Sel=100, A=1, B=6, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=6, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=6, Y=07 (Bit-Wise OR A and B)
Sel=111, A=1, B=6, Y=07 (Bit-Wise XOR A and B)
Sel=000, A=1, B=7, Y=08 (Add A and B)
Sel=001, A=1, B=7, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=7, Y=02 (Increment A by 1)
Sel=011, A=1, B=7, Y=03 (Increment A by 2)
Sel=100, A=1, B=7, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=7, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=7, Y=07 (Bit-Wise OR A and B)
Sel=111, A=1, B=7, Y=06 (Bit-Wise XOR A and B)
Sel=000, A=1, B=8, Y=09 (Add A and B)
Sel=001, A=1, B=8, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=8, Y=02 (Increment A by 1)
Sel=011, A=1, B=8, Y=03 (Increment A by 2)
Sel=100, A=1, B=8, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=8, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=8, Y=09 (Bit-Wise OR A and B)
Sel=111, A=1, B=8, Y=09 (Bit-Wise XOR A and B)
Sel=000, A=1, B=9, Y=0a (Add A and B)
Sel=001, A=1, B=9, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=9, Y=02 (Increment A by 1)
Sel=011, A=1, B=9, Y=03 (Increment A by 2)
Sel=100, A=1, B=9, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=9, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=9, Y=09 (Bit-Wise OR A and B)
Sel=111, A=1, B=9, Y=08 (Bit-Wise XOR A and B)
Sel=000, A=1, B=a, Y=0b (Add A and B)
Sel=001, A=1, B=a, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=a, Y=02 (Increment A by 1)
Sel=011, A=1, B=a, Y=03 (Increment A by 2)
Sel=100, A=1, B=a, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=a, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=a, Y=0b (Bit-Wise OR A and B)
Sel=111, A=1, B=a, Y=0b (Bit-Wise XOR A and B)
Sel=000, A=1, B=b, Y=0c (Add A and B)
Sel=001, A=1, B=b, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=b, Y=02 (Increment A by 1)
Sel=011, A=1, B=b, Y=03 (Increment A by 2)
Sel=100, A=1, B=b, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=b, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=b, Y=0b (Bit-Wise OR A and B)
Sel=111, A=1, B=b, Y=0a (Bit-Wise XOR A and B)
Sel=000, A=1, B=c, Y=0d (Add A and B)
Sel=001, A=1, B=c, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=c, Y=02 (Increment A by 1)
Sel=011, A=1, B=c, Y=03 (Increment A by 2)
Sel=100, A=1, B=c, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=c, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=c, Y=0d (Bit-Wise OR A and B)
Sel=111, A=1, B=c, Y=0d (Bit-Wise XOR A and B)
Sel=000, A=1, B=d, Y=0e (Add A and B)
Sel=001, A=1, B=d, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=d, Y=02 (Increment A by 1)
Sel=011, A=1, B=d, Y=03 (Increment A by 2)
Sel=100, A=1, B=d, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=d, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=d, Y=0d (Bit-Wise OR A and B)
Sel=111, A=1, B=d, Y=0c (Bit-Wise XOR A and B)
Sel=000, A=1, B=e, Y=0f (Add A and B)
Sel=001, A=1, B=e, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=e, Y=02 (Increment A by 1)
Sel=011, A=1, B=e, Y=03 (Increment A by 2)
Sel=100, A=1, B=e, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=e, Y=00 (Bit-Wise AND A and B)
Sel=110, A=1, B=e, Y=0f (Bit-Wise OR A and B)
Sel=111, A=1, B=e, Y=0f (Bit-Wise XOR A and B)
Sel=000, A=1, B=f, Y=10 (Add A and B)
Sel=001, A=1, B=f, Y=02 (Multiply A by 2 (A + A))
Sel=010, A=1, B=f, Y=02 (Increment A by 1)
Sel=011, A=1, B=f, Y=03 (Increment A by 2)
Sel=100, A=1, B=f, Y=1e (Bit-Wise invert A)
Sel=101, A=1, B=f, Y=01 (Bit-Wise AND A and B)
Sel=110, A=1, B=f, Y=0f (Bit-Wise OR A and B)
Sel=111, A=1, B=f, Y=0e (Bit-Wise XOR A and B)
Sel=000, A=2, B=0, Y=02 (Add A and B)
Sel=001, A=2, B=0, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=0, Y=03 (Increment A by 1)
Sel=011, A=2, B=0, Y=04 (Increment A by 2)
Sel=100, A=2, B=0, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=0, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=0, Y=02 (Bit-Wise OR A and B)
Sel=111, A=2, B=0, Y=02 (Bit-Wise XOR A and B)
Sel=000, A=2, B=1, Y=03 (Add A and B)
Sel=001, A=2, B=1, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=1, Y=03 (Increment A by 1)
Sel=011, A=2, B=1, Y=04 (Increment A by 2)
Sel=100, A=2, B=1, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=1, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=1, Y=03 (Bit-Wise OR A and B)
Sel=111, A=2, B=1, Y=03 (Bit-Wise XOR A and B)
Sel=000, A=2, B=2, Y=04 (Add A and B)
Sel=001, A=2, B=2, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=2, Y=03 (Increment A by 1)
Sel=011, A=2, B=2, Y=04 (Increment A by 2)
Sel=100, A=2, B=2, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=2, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=2, Y=02 (Bit-Wise OR A and B)
Sel=111, A=2, B=2, Y=00 (Bit-Wise XOR A and B)
Sel=000, A=2, B=3, Y=05 (Add A and B)
Sel=001, A=2, B=3, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=3, Y=03 (Increment A by 1)
Sel=011, A=2, B=3, Y=04 (Increment A by 2)
Sel=100, A=2, B=3, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=3, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=3, Y=03 (Bit-Wise OR A and B)
Sel=111, A=2, B=3, Y=01 (Bit-Wise XOR A and B)
Sel=000, A=2, B=4, Y=06 (Add A and B)
Sel=001, A=2, B=4, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=4, Y=03 (Increment A by 1)
Sel=011, A=2, B=4, Y=04 (Increment A by 2)
Sel=100, A=2, B=4, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=4, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=4, Y=06 (Bit-Wise OR A and B)
Sel=111, A=2, B=4, Y=06 (Bit-Wise XOR A and B)
Sel=000, A=2, B=5, Y=07 (Add A and B)
Sel=001, A=2, B=5, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=5, Y=03 (Increment A by 1)
Sel=011, A=2, B=5, Y=04 (Increment A by 2)
Sel=100, A=2, B=5, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=5, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=5, Y=07 (Bit-Wise OR A and B)
Sel=111, A=2, B=5, Y=07 (Bit-Wise XOR A and B)
Sel=000, A=2, B=6, Y=08 (Add A and B)
Sel=001, A=2, B=6, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=6, Y=03 (Increment A by 1)
Sel=011, A=2, B=6, Y=04 (Increment A by 2)
Sel=100, A=2, B=6, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=6, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=6, Y=06 (Bit-Wise OR A and B)
Sel=111, A=2, B=6, Y=04 (Bit-Wise XOR A and B)
Sel=000, A=2, B=7, Y=09 (Add A and B)
Sel=001, A=2, B=7, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=7, Y=03 (Increment A by 1)
Sel=011, A=2, B=7, Y=04 (Increment A by 2)
Sel=100, A=2, B=7, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=7, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=7, Y=07 (Bit-Wise OR A and B)
Sel=111, A=2, B=7, Y=05 (Bit-Wise XOR A and B)
Sel=000, A=2, B=8, Y=0a (Add A and B)
Sel=001, A=2, B=8, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=8, Y=03 (Increment A by 1)
Sel=011, A=2, B=8, Y=04 (Increment A by 2)
Sel=100, A=2, B=8, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=8, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=8, Y=0a (Bit-Wise OR A and B)
Sel=111, A=2, B=8, Y=0a (Bit-Wise XOR A and B)
Sel=000, A=2, B=9, Y=0b (Add A and B)
Sel=001, A=2, B=9, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=9, Y=03 (Increment A by 1)
Sel=011, A=2, B=9, Y=04 (Increment A by 2)
Sel=100, A=2, B=9, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=9, Y=00 (Bit-Wise AND A and B)
Sel=110, A=2, B=9, Y=0b (Bit-Wise OR A and B)
Sel=111, A=2, B=9, Y=0b (Bit-Wise XOR A and B)
Sel=000, A=2, B=a, Y=0c (Add A and B)
Sel=001, A=2, B=a, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=a, Y=03 (Increment A by 1)
Sel=011, A=2, B=a, Y=04 (Increment A by 2)
Sel=100, A=2, B=a, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=a, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=a, Y=0a (Bit-Wise OR A and B)
Sel=111, A=2, B=a, Y=08 (Bit-Wise XOR A and B)
Sel=000, A=2, B=b, Y=0d (Add A and B)
Sel=001, A=2, B=b, Y=04 (Multiply A by 2 (A + A))
Sel=010, A=2, B=b, Y=03 (Increment A by 1)
Sel=011, A=2, B=b, Y=04 (Increment A by 2)
Sel=100, A=2, B=b, Y=1d (Bit-Wise invert A)
Sel=101, A=2, B=b, Y=02 (Bit-Wise AND A and B)
Sel=110, A=2, B=b, Y=0b (Bit-Wise OR A and B)
